# Sampling rate: 500 Hz

ecg1,ecg2,ecg3,ecg4,ecg5,tstamp
0.00066841,0.00054078,0.0073781,-0.00015524,-0.00026176,2021-04-07 16:25:06.024000
0.00083418,0.00051796,0.0074643,-0.0002218,-0.00033145,2021-04-07 16:25:06.026000
0.0010989,0.00049229,0.0075331,-0.00028927,-0.00040814,2021-04-07 16:25:06.028000
0.0013054,0.00046879,0.0076045,-0.00034252,-0.0004772,2021-04-07 16:25:06.030000
0.0013765,0.00044336,0.0076837,-0.00035807,-0.00050339,2021-04-07 16:25:06.032000
0.001279,0.00041799,0.0077803,-0.00031334,-0.00047399,2021-04-07 16:25:06.034000
0.0010437,0.00040497,0.0078886,-0.00023862,-0.00040779,2021-04-07 16:25:06.036000
0.00081495,0.00039435,0.0079832,-0.00016492,-0.00031656,2021-04-07 16:25:06.038000
0.00062143,0.00037522,0.0080518,-9.7898e-05,-0.00024665,2021-04-07 16:25:06.040000
0.00052041,0.00036015,0.0080951,-6.7851e-05,-0.00022727,2021-04-07 16:25:06.042000
0.0006242,0.00035018,0.0081029,-0.00010191,-0.00025793,2021-04-07 16:25:06.044000
0.00084997,0.00033553,0.0080947,-0.00016916,-0.0003299,2021-04-07 16:25:06.046000
0.0011118,0.00031749,0.0080915,-0.00025142,-0.00041979,2021-04-07 16:25:06.048000
0.0013538,0.00029059,0.0080864,-0.00033169,-0.00051122,2021-04-07 16:25:06.050000
0.001456,0.00025752,0.0080966,-0.00035517,-0.00054313,2021-04-07 16:25:06.052000
0.0013817,0.00024098,0.0081327,-0.00032567,-0.00050437,2021-04-07 16:25:06.054000
0.0011968,0.00023916,0.0081753,-0.00027559,-0.00045079,2021-04-07 16:25:06.056000
0.00097776,0.00023235,0.0082233,-0.00019885,-0.00038333,2021-04-07 16:25:06.058000
0.00077302,0.00022337,0.0082671,-0.00012499,-0.00033085,2021-04-07 16:25:06.060000
0.00072482,0.00021342,0.0082734,-0.00010522,-0.00032008,2021-04-07 16:25:06.062000
0.00087859,0.00018408,0.0082502,-0.00013712,-0.00034595,2021-04-07 16:25:06.064000
0.0010759,0.00014972,0.0082231,-0.00020224,-0.00042295,2021-04-07 16:25:06.066000
0.0013596,0.00014559,0.0081908,-0.00029436,-0.00051879,2021-04-07 16:25:06.068000
0.0016879,0.00013224,0.0081654,-0.0003743,-0.00059547,2021-04-07 16:25:06.070000
0.0018041,9.7621e-05,0.0081655,-0.00040347,-0.00061899,2021-04-07 16:25:06.072000
0.0017538,9.1774e-05,0.0081784,-0.00039631,-0.00058982,2021-04-07 16:25:06.074000
0.0016261,6.3644e-05,0.0082011,-0.00034843,-0.00055437,2021-04-07 16:25:06.076000
0.0013996,1.5066e-05,0.0082486,-0.00026071,-0.00048947,2021-04-07 16:25:06.078000
0.0012218,7.9413e-06,0.0082925,-0.00020101,-0.00042354,2021-04-07 16:25:06.080000
0.0012091,-3.1509e-06,0.0082989,-0.00019748,-0.00042792,2021-04-07 16:25:06.082000
0.0013346,-1.1937e-05,0.0082804,-0.00024715,-0.00048278,2021-04-07 16:25:06.084000
0.0015771,-1.0075e-05,0.0082467,-0.00034284,-0.00057688,2021-04-07 16:25:06.086000
0.0018916,-3.3267e-05,0.0082015,-0.00043421,-0.0006865,2021-04-07 16:25:06.088000
0.0021672,-5.2244e-05,0.0081604,-0.00051537,-0.00077337,2021-04-07 16:25:06.090000
0.0023042,-6.3566e-05,0.0081341,-0.00057347,-0.0008331,2021-04-07 16:25:06.092000
0.002249,-7.3905e-05,0.0081301,-0.00055945,-0.00083365,2021-04-07 16:25:06.094000
0.0020599,-7.4693e-05,0.0081441,-0.00050253,-0.00077892,2021-04-07 16:25:06.096000
0.0018613,-8.2672e-05,0.0081617,-0.00043988,-0.00071136,2021-04-07 16:25:06.098000
0.0016891,-0.00010119,0.0081702,-0.00038045,-0.00064647,2021-04-07 16:25:06.100000
0.0016214,-0.00011237,0.0081664,-0.00036416,-0.00063558,2021-04-07 16:25:06.102000
0.0017611,-0.00010766,0.0081438,-0.00041485,-0.00069484,2021-04-07 16:25:06.104000
0.0020239,-0.00010868,0.0080961,-0.00050103,-0.00076646,2021-04-07 16:25:06.106000
0.0023057,-0.00012214,0.0080406,-0.00059564,-0.00086178,2021-04-07 16:25:06.108000
0.0025704,-0.00012858,0.0079917,-0.00068951,-0.00096933,2021-04-07 16:25:06.110000
0.0026995,-0.00012894,0.0079698,-0.00072959,-0.0010087,2021-04-07 16:25:06.112000
0.0026233,-0.00012744,0.0079925,-0.00070164,-0.00098457,2021-04-07 16:25:06.114000
0.0024404,-0.00012207,0.0080329,-0.00064711,-0.00092719,2021-04-07 16:25:06.116000
0.0022121,-0.00012037,0.0080753,-0.00056826,-0.00084341,2021-04-07 16:25:06.118000
0.001973,-0.00011808,0.0081198,-0.00050138,-0.000768,2021-04-07 16:25:06.120000
0.0018987,-0.00011287,0.008143,-0.00049502,-0.00075092,2021-04-07 16:25:06.122000
0.0020218,-0.00011279,0.0081458,-0.00052804,-0.00079291,2021-04-07 16:25:06.124000
0.0021884,-0.00010828,0.0081443,-0.00058833,-0.00085111,2021-04-07 16:25:06.126000
0.0024113,-0.00010233,0.0081267,-0.00067646,-0.00094407,2021-04-07 16:25:06.128000
0.0026486,-9.3114e-05,0.0081164,-0.00074857,-0.0010395,2021-04-07 16:25:06.130000
0.0027014,-7.3638e-05,0.0081429,-0.00076316,-0.0010501,2021-04-07 16:25:06.132000
0.00257,-7.1489e-05,0.0081855,-0.00072601,-0.0010035,2021-04-07 16:25:06.134000
0.0023448,-7.5248e-05,0.0082534,-0.00065138,-0.00092247,2021-04-07 16:25:06.136000
0.0020405,-6.803e-05,0.0083456,-0.00055163,-0.00081291,2021-04-07 16:25:06.138000
0.0017554,-6.9254e-05,0.008421,-0.00046718,-0.00072774,2021-04-07 16:25:06.140000
0.001631,-6.3251e-05,0.0084705,-0.00043294,-0.0006857,2021-04-07 16:25:06.142000
0.0016633,-4.8209e-05,0.0085023,-0.00044999,-0.00069825,2021-04-07 16:25:06.144000
0.0017931,-3.7797e-05,0.0085224,-0.00050086,-0.00075465,2021-04-07 16:25:06.146000
0.0019874,-2.3441e-05,0.0085314,-0.00055683,-0.00081195,2021-04-07 16:25:06.148000
0.0021334,-1.2496e-05,0.0085438,-0.00060014,-0.00085517,2021-04-07 16:25:06.150000
0.0021325,-1.0545e-05,0.0085811,-0.00060496,-0.00085715,2021-04-07 16:25:06.152000
0.0019363,-1.5189e-05,0.0086459,-0.00054337,-0.00078657,2021-04-07 16:25:06.154000
0.0016015,-2.217e-05,0.0087315,-0.00044474,-0.00067873,2021-04-07 16:25:06.156000
0.0012724,-2.3731e-05,0.0088186,-0.00033357,-0.00056446,2021-04-07 16:25:06.158000
0.00095369,-1.7392e-05,0.0088882,-0.00022148,-0.00044713,2021-04-07 16:25:06.160000
0.00072548,8.4851e-07,0.0089245,-0.00016432,-0.00038298,2021-04-07 16:25:06.162000
0.00069903,2.0555e-05,0.0089393,-0.00017167,-0.00038338,2021-04-07 16:25:06.164000
0.00077468,3.0526e-05,0.0089435,-0.00019795,-0.00039775,2021-04-07 16:25:06.166000
0.00087778,3.8517e-05,0.0089209,-0.00023452,-0.0004334,2021-04-07 16:25:06.168000
0.0009571,4.7313e-05,0.0088998,-0.00026791,-0.00046951,2021-04-07 16:25:06.170000
0.0009112,5.4871e-05,0.0089009,-0.0002441,-0.00043966,2021-04-07 16:25:06.172000
0.00067643,6.3218e-05,0.0089093,-0.00015971,-0.0003551,2021-04-07 16:25:06.174000
0.00030968,7.0946e-05,0.00892,-4.5854e-05,-0.00023676,2021-04-07 16:25:06.176000
-8.0563e-05,8.0431e-05,0.0089237,9.0395e-05,-8.5541e-05,2021-04-07 16:25:06.178000
-0.0004636,9.8049e-05,0.0089142,0.00020422,3.5576e-05,2021-04-07 16:25:06.180000
-0.00069536,0.00011825,0.0088722,0.00025843,9.5913e-05,2021-04-07 16:25:06.182000
-0.0007095,0.00013672,0.0087922,0.00027482,0.00012825,2021-04-07 16:25:06.184000
-0.00068374,0.00014796,0.0086926,0.00026469,0.00012728,2021-04-07 16:25:06.186000
-0.00061803,0.00015261,0.0085814,0.00022862,9.3295e-05,2021-04-07 16:25:06.188000
-0.0005292,0.00017107,0.0084718,0.0002082,7.6305e-05,2021-04-07 16:25:06.190000
-0.00062373,0.00019056,0.0083859,0.00024881,0.00011109,2021-04-07 16:25:06.192000
-0.00089143,0.00020435,0.008338,0.00033338,0.00020066,2021-04-07 16:25:06.194000
-0.0012489,0.00022769,0.0083137,0.00044802,0.00033192,2021-04-07 16:25:06.196000
-0.0016765,0.00024603,0.0082882,0.00059099,0.00047699,2021-04-07 16:25:06.198000
-0.0020618,0.00026916,0.0082502,0.00071519,0.00061191,2021-04-07 16:25:06.200000
-0.0023043,0.0002834,0.0081984,0.00079042,0.00069983,2021-04-07 16:25:06.202000
-0.0023948,0.00028088,0.008117,0.00081598,0.00071877,2021-04-07 16:25:06.204000
-0.0023802,0.0003094,0.0080081,0.0008093,0.00071232,2021-04-07 16:25:06.206000
-0.0023183,0.0003309,0.0079189,0.00080579,0.00072131,2021-04-07 16:25:06.208000
-0.002299,0.00034054,0.0078386,0.0008094,0.00074233,2021-04-07 16:25:06.210000
-0.0024066,0.00038958,0.0077611,0.00083892,0.00079096,2021-04-07 16:25:06.212000
-0.0026963,0.00042599,0.0077232,0.00093575,0.00090164,2021-04-07 16:25:06.214000
-0.0031112,0.00043595,0.0076979,0.0010639,0.0010495,2021-04-07 16:25:06.216000
-0.003482,0.00045154,0.0076625,0.0011848,0.0011967,2021-04-07 16:25:06.218000
-0.0038266,0.00046607,0.0076156,0.0013056,0.0013342,2021-04-07 16:25:06.220000
-0.0041052,0.00047981,0.0075521,0.0013714,0.0014265,2021-04-07 16:25:06.222000
-0.0041624,0.00049423,0.0074562,0.0013616,0.0014629,2021-04-07 16:25:06.224000
-0.0041016,0.00051592,0.0073221,0.0013407,0.0014677,2021-04-07 16:25:06.226000
-0.0040267,0.00053406,0.0071973,0.0013089,0.0014421,2021-04-07 16:25:06.228000
-0.0039536,0.00054198,0.0070847,0.0012669,0.0014142,2021-04-07 16:25:06.230000
-0.0039861,0.00055136,0.0069943,0.0012775,0.0014444,2021-04-07 16:25:06.232000
-0.0041939,0.00055683,0.0069665,0.0013414,0.0015253,2021-04-07 16:25:06.234000
-0.0044959,0.00056434,0.0069526,0.0014261,0.0016228,2021-04-07 16:25:06.236000
-0.0048103,0.00057079,0.0069394,0.0015203,0.0017469,2021-04-07 16:25:06.238000
-0.0051072,0.00056215,0.0069349,0.0015856,0.0018447,2021-04-07 16:25:06.240000
-0.0052402,0.00054531,0.0068824,0.0016046,0.0018653,2021-04-07 16:25:06.242000
-0.0051815,0.00053146,0.0068007,0.0015861,0.001848,2021-04-07 16:25:06.244000
-0.0050384,0.00051907,0.0067139,0.001527,0.0018018,2021-04-07 16:25:06.246000
-0.0048347,0.00050389,0.00662,0.0014463,0.001726,2021-04-07 16:25:06.248000
-0.0046624,0.00050117,0.0065475,0.0013788,0.0016611,2021-04-07 16:25:06.250000
-0.0046259,0.00050693,0.0064637,0.0013594,0.0016382,2021-04-07 16:25:06.252000
-0.0047176,0.00050344,0.0063933,0.0013871,0.001666,2021-04-07 16:25:06.254000
-0.0048791,0.00049672,0.0063821,0.0014384,0.0017318,2021-04-07 16:25:06.256000
-0.0050678,0.00048645,0.0063662,0.0014966,0.0017933,2021-04-07 16:25:06.258000
-0.0051886,0.00046939,0.0063413,0.0015234,0.0018135,2021-04-07 16:25:06.260000
-0.0051331,0.0004488,0.0063101,0.0015028,0.0017825,2021-04-07 16:25:06.262000
-0.0049485,0.00043237,0.0062331,0.0014237,0.0016876,2021-04-07 16:25:06.264000
-0.0046382,0.0004258,0.0061607,0.0012967,0.0015592,2021-04-07 16:25:06.266000
-0.0042007,0.00042229,0.0061222,0.0011762,0.0014204,2021-04-07 16:25:06.268000
-0.0038027,0.00041013,0.0060758,0.0010528,0.0012699,2021-04-07 16:25:06.270000
-0.0035967,0.00039011,0.0060472,0.00096204,0.0011896,2021-04-07 16:25:06.272000
-0.0036597,0.00038669,0.0060858,0.00098316,0.0012229,2021-04-07 16:25:06.274000
-0.0038775,0.0003924,0.006154,0.0010506,0.0012871,2021-04-07 16:25:06.276000
-0.0040537,0.00039667,0.0062091,0.0011025,0.0013262,2021-04-07 16:25:06.278000
-0.0041718,0.00041255,0.0062522,0.0011477,0.0013706,2021-04-07 16:25:06.280000
-0.0041655,0.00040814,0.0062644,0.0011264,0.0013653,2021-04-07 16:25:06.282000
-0.0039384,0.00039276,0.0062379,0.0010296,0.0012587,2021-04-07 16:25:06.284000
-0.0036048,0.0004036,0.0061951,0.00093226,0.0011603,2021-04-07 16:25:06.286000
-0.0032443,0.00040813,0.00614,0.00082022,0.0010596,2021-04-07 16:25:06.288000
-0.0028748,0.00039593,0.0060758,0.00069403,0.00090753,2021-04-07 16:25:06.290000
-0.002651,0.00038758,0.0060342,0.00062911,0.00080572,2021-04-07 16:25:06.292000
-0.0026097,0.00038349,0.006011,0.00061633,0.00077636,2021-04-07 16:25:06.294000
-0.0026128,0.0003758,0.0059643,0.00061811,0.00077236,2021-04-07 16:25:06.296000
-0.0026422,0.00036711,0.0059146,0.00063435,0.00078019,2021-04-07 16:25:06.298000
-0.0026737,0.00037082,0.0058714,0.00063977,0.00078982,2021-04-07 16:25:06.300000
-0.0025676,0.00037354,0.0057974,0.0006028,0.00075474,2021-04-07 16:25:06.302000
-0.0023334,0.00036241,0.0056829,0.00052585,0.00066247,2021-04-07 16:25:06.304000
-0.0020473,0.00034718,0.0055202,0.00042856,0.00057344,2021-04-07 16:25:06.306000
-0.0017244,0.00034022,0.0053399,0.00031817,0.00048313,2021-04-07 16:25:06.308000
-0.0014695,0.00033847,0.0051476,0.00022418,0.00039698,2021-04-07 16:25:06.310000
-0.0013691,0.00031817,0.0049397,0.00018931,0.00036492,2021-04-07 16:25:06.312000
-0.0013755,0.00029293,0.0047535,0.0001969,0.00037386,2021-04-07 16:25:06.314000
-0.0014241,0.00027909,0.0045544,0.00021408,0.00038978,2021-04-07 16:25:06.316000
-0.0015057,0.00025227,0.0043296,0.00023248,0.00036929,2021-04-07 16:25:06.318000
-0.0014933,0.0002314,0.0040714,0.00022103,0.0003173,2021-04-07 16:25:06.320000
-0.0012733,0.0002331,0.0037635,0.00015085,0.00026077,2021-04-07 16:25:06.322000
-0.00097269,0.00021709,0.0034132,2.5366e-05,0.00014661,2021-04-07 16:25:06.324000
-0.00058433,0.00019768,0.0030243,-0.00013115,-6.9229e-06,2021-04-07 16:25:06.326000
-0.00011976,0.00018619,0.0026631,-0.00026899,-0.00015944,2021-04-07 16:25:06.328000
0.00023016,0.00014468,0.0023175,-0.00035589,-0.00033325,2021-04-07 16:25:06.330000
0.00044889,0.0001073,0.0019693,-0.0003882,-0.00043573,2021-04-07 16:25:06.332000
0.00050599,6.2543e-05,0.0016462,-0.00036499,-0.00045666,2021-04-07 16:25:06.334000
0.00041146,-8.0418e-06,0.0013244,-0.00030754,-0.00048757,2021-04-07 16:25:06.336000
0.00029273,-2.8504e-05,0.00097104,-0.00024087,-0.00047897,2021-04-07 16:25:06.338000
0.00015111,-5.324e-05,0.0005438,-0.00016308,-0.00044519,2021-04-07 16:25:06.340000
4.2635e-05,-9.0597e-05,0.0001702,-9.0309e-05,-0.00044138,2021-04-07 16:25:06.342000
0.00010236,-3.4386e-05,-7.0507e-05,-7.0206e-05,-0.00045587,2021-04-07 16:25:06.344000
0.00025108,6.0492e-05,-0.0004081,-8.6342e-05,-0.00049906,2021-04-07 16:25:06.346000
0.00032777,0.00014573,-0.0008744,-9.1562e-05,-0.00052219,2021-04-07 16:25:06.348000
0.0003541,0.00023196,-0.0013378,-9.3096e-05,-0.00045619,2021-04-07 16:25:06.350000
0.00021426,0.0003392,-0.0019689,-5.4582e-05,-0.00026916,2021-04-07 16:25:06.352000
-0.00018658,0.00049558,-0.0026861,4.8972e-05,-2.0974e-05,2021-04-07 16:25:06.354000
-0.00058458,0.00065235,-0.003294,0.00014634,0.00022705,2021-04-07 16:25:06.356000
-0.00093836,0.00081041,-0.0039391,0.00018865,0.00049633,2021-04-07 16:25:06.358000
-0.0012777,0.00097608,-0.0044283,0.00013135,0.00071269,2021-04-07 16:25:06.360000
-0.001399,0.001164,-0.0047938,-4.1414e-05,0.00088507,2021-04-07 16:25:06.362000
-0.0013403,0.0013525,-0.0052587,-0.00026944,0.001048,2021-04-07 16:25:06.364000
-0.0011893,0.0014037,-0.0055389,-0.00054497,0.0010825,2021-04-07 16:25:06.366000
-0.00095946,0.0014156,-0.005731,-0.00082105,0.0010414,2021-04-07 16:25:06.368000
-0.00082901,0.0014436,-0.0058799,-0.00097996,0.0010197,2021-04-07 16:25:06.370000
-0.00089843,0.0012875,-0.0059418,-0.0010331,0.00099236,2021-04-07 16:25:06.372000
-0.0011331,0.0010358,-0.0062522,-0.0010548,0.0009972,2021-04-07 16:25:06.374000
-0.0014834,0.0008148,-0.0065643,-0.0010425,0.0010324,2021-04-07 16:25:06.376000
-0.0018541,0.0005249,-0.0068262,-0.00094877,0.0010394,2021-04-07 16:25:06.378000
-0.0022201,0.00018555,-0.007298,-0.000808,0.0010308,2021-04-07 16:25:06.380000
-0.002574,-0.00013982,-0.0076621,-0.00069947,0.0010277,2021-04-07 16:25:06.382000
-0.0028108,-0.00038422,-0.0081422,-0.00060462,0.00098638,2021-04-07 16:25:06.384000
-0.0028798,-0.00047095,-0.0088251,-0.00053289,0.00088853,2021-04-07 16:25:06.386000
-0.002863,-0.0005103,-0.0089326,-0.00048779,0.00078847,2021-04-07 16:25:06.388000
-0.0028911,-0.00057662,-0.0086663,-0.00040398,0.00074207,2021-04-07 16:25:06.390000
-0.0030075,-0.00058113,-0.0086017,-0.00028902,0.00076997,2021-04-07 16:25:06.392000
-0.003248,-0.00055077,-0.0084646,-0.00012276,0.00084587,2021-04-07 16:25:06.394000
-0.0036015,-0.00055615,-0.0082484,8.4591e-05,0.00093007,2021-04-07 16:25:06.396000
-0.0038939,-0.0005796,-0.0081529,0.00024982,0.0010042,2021-04-07 16:25:06.398000
-0.004108,-0.0006014,-0.0080726,0.00037966,0.0010744,2021-04-07 16:25:06.400000
-0.0042312,-0.00059179,-0.0080328,0.00046294,0.0011309,2021-04-07 16:25:06.402000
-0.0041295,-0.00056869,-0.0080403,0.00048864,0.0011215,2021-04-07 16:25:06.404000
-0.0039211,-0.00056776,-0.0080721,0.00049496,0.0010631,2021-04-07 16:25:06.406000
-0.0037532,-0.00056738,-0.0081572,0.00048106,0.0010153,2021-04-07 16:25:06.408000
-0.0036533,-0.00057879,-0.0082832,0.00047767,0.00098047,2021-04-07 16:25:06.410000
-0.0036967,-0.00060197,-0.0085309,0.00051244,0.00098319,2021-04-07 16:25:06.412000
-0.0038935,-0.00060732,-0.0087078,0.00057714,0.0010453,2021-04-07 16:25:06.414000
-0.0041189,-0.0006233,-0.0087694,0.00066523,0.0011207,2021-04-07 16:25:06.416000
-0.0042271,-0.00064985,-0.0090202,0.00071993,0.0011704,2021-04-07 16:25:06.418000
-0.0041826,-0.00064394,-0.0092407,0.0006998,0.0011662,2021-04-07 16:25:06.420000
-0.0040449,-0.00064107,-0.009423,0.00065138,0.0011132,2021-04-07 16:25:06.422000
-0.0038822,-0.00067196,-0.0097632,0.00061729,0.0010673,2021-04-07 16:25:06.424000
-0.0036615,-0.00068014,-0.0099355,0.00055437,0.00099949,2021-04-07 16:25:06.426000
-0.0033928,-0.00065556,-0.010012,0.00046181,0.00089477,2021-04-07 16:25:06.428000
-0.0032476,-0.00064821,-0.010219,0.00042999,0.00084785,2021-04-07 16:25:06.430000
-0.003249,-0.00065048,-0.010424,0.00044909,0.00086376,2021-04-07 16:25:06.432000
-0.0033195,-0.00062778,-0.010631,0.00047948,0.00090672,2021-04-07 16:25:06.434000
-0.0034703,-0.00060091,-0.010861,0.00054124,0.0009758,2021-04-07 16:25:06.436000
-0.0036469,-0.00058857,-0.011062,0.0005835,0.001021,2021-04-07 16:25:06.438000
-0.0036822,-0.000562,-0.011191,0.00057948,0.0010276,2021-04-07 16:25:06.440000
-0.0035294,-0.00051984,-0.011282,0.00055039,0.00099879,2021-04-07 16:25:06.442000
-0.0033088,-0.0004745,-0.01145,0.00046815,0.00091754,2021-04-07 16:25:06.444000
-0.0030123,-0.00043454,-0.011645,0.00035682,0.00081672,2021-04-07 16:25:06.446000
-0.0026803,-0.00042044,-0.0118,0.0002668,0.00073309,2021-04-07 16:25:06.448000
-0.0024828,-0.00039985,-0.012006,0.00020136,0.00067879,2021-04-07 16:25:06.450000
-0.0024298,-0.00036477,-0.012203,0.00018505,0.00067008,2021-04-07 16:25:06.452000
-0.0025423,-0.00034802,-0.012355,0.00023089,0.0007205,2021-04-07 16:25:06.454000
-0.0027895,-0.0003331,-0.012578,0.00030697,0.00080686,2021-04-07 16:25:06.456000
-0.0030238,-0.00031999,-0.012851,0.00039325,0.00089496,2021-04-07 16:25:06.458000
-0.0031961,-0.00031041,-0.013187,0.0004677,0.0009674,2021-04-07 16:25:06.460000
-0.0032256,-0.0002935,-0.013566,0.00047596,0.0009724,2021-04-07 16:25:06.462000
-0.0030574,-0.000277,-0.013795,0.00041506,0.00090082,2021-04-07 16:25:06.464000
-0.0028003,-0.00025339,-0.013943,0.00034354,0.00081988,2021-04-07 16:25:06.466000
-0.0025481,-0.00023069,-0.014213,0.00026702,0.00074646,2021-04-07 16:25:06.468000
-0.0023391,-0.00022078,-0.014443,0.00019265,0.00068285,2021-04-07 16:25:06.470000
-0.002255,-0.00021263,-0.014491,0.00017183,0.00067847,2021-04-07 16:25:06.472000
-0.0023271,-0.00020573,-0.01452,0.0002007,0.00072327,2021-04-07 16:25:06.474000
-0.0024345,-0.00020566,-0.014548,0.00024267,0.00076325,2021-04-07 16:25:06.476000
-0.002497,-0.00020283,-0.014545,0.00027254,0.00080394,2021-04-07 16:25:06.478000
-0.0024929,-0.00018572,-0.014529,0.00026622,0.00079956,2021-04-07 16:25:06.480000
-0.0023278,-0.00016706,-0.014486,0.00021497,0.00071487,2021-04-07 16:25:06.482000
-0.0020261,-0.00016833,-0.014455,0.00012679,0.00063628,2021-04-07 16:25:06.484000
-0.0016834,-0.00017557,-0.014329,1.616e-05,0.0005309,2021-04-07 16:25:06.486000
-0.0013446,-0.00016566,-0.014101,-8.1668e-05,0.00038222,2021-04-07 16:25:06.488000
-0.0011352,-0.00015593,-0.013802,-0.00013308,0.00032479,2021-04-07 16:25:06.490000
-0.0011002,-0.00015493,-0.013358,-0.00014533,0.00034842,2021-04-07 16:25:06.492000
-0.0011637,-0.00015995,-0.012946,-0.00011223,0.00040245,2021-04-07 16:25:06.494000
-0.0012943,-0.00016898,-0.012564,-4.3306e-05,0.00047739,2021-04-07 16:25:06.496000
-0.0014355,-0.00015914,-0.012071,1.0513e-06,0.00052119,2021-04-07 16:25:06.498000
-0.0014572,-0.00014564,-0.011596,9.1562e-06,0.00053474,2021-04-07 16:25:06.500000
-0.0013205,-0.00013851,-0.011182,-9.7378e-06,0.00051673,2021-04-07 16:25:06.502000
-0.0011213,-0.00012633,-0.010809,-6.9169e-05,0.00045852,2021-04-07 16:25:06.504000
-0.00085461,-0.00012501,-0.010482,-0.00015093,0.00037272,2021-04-07 16:25:06.506000
-0.00056225,-0.00011712,-0.010142,-0.00021813,0.00030047,2021-04-07 16:25:06.508000
-0.0004079,-0.00010073,-0.0098044,-0.00025521,0.00028548,2021-04-07 16:25:06.510000
-0.00037628,-0.00010179,-0.0095156,-0.00025586,0.00029883,2021-04-07 16:25:06.512000
-0.00046327,-0.00010351,-0.0092111,-0.00020477,0.00035375,2021-04-07 16:25:06.514000
-0.0006688,-0.00010036,-0.0088754,-0.00012775,0.00044765,2021-04-07 16:25:06.516000
-0.00080838,-9.0138e-05,-0.0085665,-7.4324e-05,0.00050981,2021-04-07 16:25:06.518000
