# Sampling rate: 500 Hz

ecg1,ecg2,ecg3,ecg4,ecg5,tstamp
-2.2028e-05,3.0494e-06,0.00011522,7.1473e-05,-3.6519e-05,2021-04-07 16:21:15.623000
-6.9138e-05,7.9822e-07,0.00012652,8.7676e-05,-2.3596e-05,2021-04-07 16:21:15.625000
-4.9231e-05,3.5512e-06,0.00012348,8.5996e-05,-2.6813e-05,2021-04-07 16:21:15.627000
-6.6758e-07,3.4829e-06,0.00010586,6.3909e-05,-5.0179e-05,2021-04-07 16:21:15.629000
7.8523e-05,-1.9307e-06,7.6515e-05,2.9842e-05,-8.037e-05,2021-04-07 16:21:15.631000
0.00016903,-4.3483e-06,5.3545e-05,3.3035e-06,-0.00010809,2021-04-07 16:21:15.633000
0.00019961,-4.9783e-06,4.5667e-05,-9.7929e-06,-0.000124,2021-04-07 16:21:15.635000
0.00018622,-6.3481e-06,4.8156e-05,-6.3905e-06,-0.00012007,2021-04-07 16:21:15.637000
0.00013929,1.8181e-07,6.8524e-05,1.3541e-05,-9.6954e-05,2021-04-07 16:21:15.639000
5.2275e-05,4.1927e-06,0.00010387,4.2033e-05,-6.5206e-05,2021-04-07 16:21:15.641000
-1.2584e-05,7.4158e-07,0.00012847,6.7197e-05,-4.2388e-05,2021-04-07 16:21:15.643000
-4.368e-05,2.0515e-06,0.00014176,8.0122e-05,-3.2269e-05,2021-04-07 16:21:15.645000
-4.8917e-05,3.9548e-06,0.00014079,7.3557e-05,-3.5416e-05,2021-04-07 16:21:15.647000
1.1033e-05,4.3078e-06,0.00011749,4.8172e-05,-5.7112e-05,2021-04-07 16:21:15.649000
0.00010393,4.1438e-06,9.7228e-05,2.276e-05,-8.5251e-05,2021-04-07 16:21:15.651000
0.00017378,3.2011e-06,7.9307e-05,2.1639e-06,-0.0001079,2021-04-07 16:21:15.653000
0.0002138,1.0572e-05,6.3469e-05,-1.2607e-05,-0.00012073,2021-04-07 16:21:15.655000
0.00019592,1.8394e-05,7.7982e-05,-8.159e-06,-0.00011167,2021-04-07 16:21:15.657000
0.00012784,1.4437e-05,0.00010821,1.1634e-05,-8.9728e-05,2021-04-07 16:21:15.659000
6.7507e-05,1.1103e-05,0.00013269,3.8167e-05,-7.1261e-05,2021-04-07 16:21:15.661000
9.975e-06,1.4871e-05,0.00015334,6.3858e-05,-4.8433e-05,2021-04-07 16:21:15.663000
-4.4766e-05,1.4494e-05,0.00016704,7.4971e-05,-3.2874e-05,2021-04-07 16:21:15.665000
-3.5731e-05,1.1478e-05,0.00016684,6.6162e-05,-4.2561e-05,2021-04-07 16:21:15.667000
3.9477e-05,1.5368e-05,0.00014543,4.1816e-05,-6.4508e-05,2021-04-07 16:21:15.669000
0.00012516,1.5944e-05,0.00011756,1.1775e-05,-9.1954e-05,2021-04-07 16:21:15.671000
0.00020034,9.7822e-06,9.5817e-05,-1.3514e-05,-0.00012,2021-04-07 16:21:15.673000
0.00024797,1.3573e-05,8.2549e-05,-2.465e-05,-0.00012594,2021-04-07 16:21:15.675000
0.00022841,1.833e-05,9.569e-05,-1.6626e-05,-0.00011345,2021-04-07 16:21:15.677000
0.00016384,1.7198e-05,0.00011856,4.5326e-06,-0.00010208,2021-04-07 16:21:15.679000
9.9223e-05,2.3037e-05,0.00013691,2.9436e-05,-7.6331e-05,2021-04-07 16:21:15.681000
3.07e-05,3.049e-05,0.00016811,5.198e-05,-4.4616e-05,2021-04-07 16:21:15.683000
-1.1893e-06,3.8207e-05,0.00018543,6.1901e-05,-4.0191e-05,2021-04-07 16:21:15.685000
2.8998e-05,3.8176e-05,0.00017994,5.3223e-05,-4.6313e-05,2021-04-07 16:21:15.687000
7.8022e-05,3.0948e-05,0.00016673,3.1539e-05,-6.0817e-05,2021-04-07 16:21:15.689000
0.00015458,3.5054e-05,0.00013473,1.6691e-06,-9.3468e-05,2021-04-07 16:21:15.691000
0.00024141,3.8445e-05,0.00011529,-2.2962e-05,-0.00011492,2021-04-07 16:21:15.693000
0.00027791,4.2466e-05,0.00011695,-3.2899e-05,-0.0001236,2021-04-07 16:21:15.695000
0.00026757,4.6265e-05,0.00011625,-3.2917e-05,-0.00012247,2021-04-07 16:21:15.697000
0.00021625,4.1201e-05,0.0001368,-1.505e-05,-9.7602e-05,2021-04-07 16:21:15.699000
0.00013414,4.5531e-05,0.00016741,1.4838e-05,-6.985e-05,2021-04-07 16:21:15.701000
6.5275e-05,4.6843e-05,0.00018507,3.6611e-05,-5.4223e-05,2021-04-07 16:21:15.703000
3.3427e-05,4.1442e-05,0.00019971,4.6115e-05,-4.2562e-05,2021-04-07 16:21:15.705000
4.7343e-05,4.1724e-05,0.0001978,3.5409e-05,-4.7121e-05,2021-04-07 16:21:15.707000
0.00011674,4.3716e-05,0.00017677,8.6446e-06,-7.3082e-05,2021-04-07 16:21:15.709000
0.00021581,5.153e-05,0.00015261,-1.7018e-05,-9.5754e-05,2021-04-07 16:21:15.711000
0.00029275,5.1906e-05,0.0001315,-4.0116e-05,-0.00011461,2021-04-07 16:21:15.713000
0.00033084,4.9031e-05,0.00012131,-5.7204e-05,-0.00013671,2021-04-07 16:21:15.715000
0.00031564,5.1926e-05,0.00012915,-5.441e-05,-0.00013238,2021-04-07 16:21:15.717000
0.00024899,4.8699e-05,0.00015613,-3.042e-05,-0.00010306,2021-04-07 16:21:15.719000
0.00018146,5.2282e-05,0.00018646,-4.948e-06,-7.9428e-05,2021-04-07 16:21:15.721000
0.0001175,5.8475e-05,0.00020833,1.3462e-05,-5.802e-05,2021-04-07 16:21:15.723000
6.9655e-05,5.5162e-05,0.00022589,2.4179e-05,-4.607e-05,2021-04-07 16:21:15.725000
9.5785e-05,5.3391e-05,0.0002218,1.4603e-05,-5.7606e-05,2021-04-07 16:21:15.727000
0.000174,5.4463e-05,0.0001959,-1.0873e-05,-7.5794e-05,2021-04-07 16:21:15.729000
0.00025394,5.5263e-05,0.00017248,-4.2381e-05,-9.9228e-05,2021-04-07 16:21:15.731000
0.00032884,5.5796e-05,0.0001454,-7.0167e-05,-0.00012693,2021-04-07 16:21:15.733000
0.00037173,5.8965e-05,0.00013426,-7.8253e-05,-0.00013636,2021-04-07 16:21:15.735000
0.00034958,5.8832e-05,0.00015414,-7.2515e-05,-0.00012707,2021-04-07 16:21:15.737000
0.00028718,5.3276e-05,0.00016942,-5.6101e-05,-0.000107,2021-04-07 16:21:15.739000
0.00022124,5.5564e-05,0.00019225,-2.7225e-05,-7.8616e-05,2021-04-07 16:21:15.741000
0.00015326,5.9819e-05,0.00022542,-4.4436e-06,-5.5972e-05,2021-04-07 16:21:15.743000
0.00011992,5.805e-05,0.00023111,3.9745e-07,-4.991e-05,2021-04-07 16:21:15.745000
0.00015245,5.508e-05,0.00022364,-1.091e-05,-6.0466e-05,2021-04-07 16:21:15.747000
0.00020761,5.0438e-05,0.00020891,-3.4807e-05,-8.2396e-05,2021-04-07 16:21:15.749000
0.0002792,4.767e-05,0.00018057,-6.3716e-05,-0.0001056,2021-04-07 16:21:15.751000
0.00037009,4.8521e-05,0.00016113,-8.7717e-05,-0.00012433,2021-04-07 16:21:15.753000
0.00041059,4.7422e-05,0.0001525,-9.9488e-05,-0.00013661,2021-04-07 16:21:15.755000
0.00037865,4.7079e-05,0.00015876,-9.4045e-05,-0.00012959,2021-04-07 16:21:15.757000
0.00031933,4.9883e-05,0.00018525,-7.3295e-05,-0.00010085,2021-04-07 16:21:15.759000
0.00024959,5.0669e-05,0.00021235,-5.1711e-05,-7.359e-05,2021-04-07 16:21:15.761000
0.00017769,4.9893e-05,0.00023479,-3.5744e-05,-5.3726e-05,2021-04-07 16:21:15.763000
0.00014289,4.7397e-05,0.00025077,-2.3648e-05,-3.7451e-05,2021-04-07 16:21:15.765000
0.00017428,4.6879e-05,0.00024001,-3.3818e-05,-4.6051e-05,2021-04-07 16:21:15.767000
0.00025181,4.8751e-05,0.0002075,-6.7115e-05,-7.6334e-05,2021-04-07 16:21:15.769000
0.00033464,4.2117e-05,0.00018536,-9.2272e-05,-9.9901e-05,2021-04-07 16:21:15.771000
0.00040086,3.7192e-05,0.00017047,-0.00011181,-0.00011868,2021-04-07 16:21:15.773000
0.00042993,3.8413e-05,0.00015525,-0.00012728,-0.00012861,2021-04-07 16:21:15.775000
0.00039779,3.3497e-05,0.00016457,-0.00011651,-0.00011366,2021-04-07 16:21:15.777000
0.00032661,2.6247e-05,0.00019037,-9.6381e-05,-8.8585e-05,2021-04-07 16:21:15.779000
0.00026179,2.2659e-05,0.00021132,-7.9072e-05,-6.5664e-05,2021-04-07 16:21:15.781000
0.00020572,2.4889e-05,0.00023122,-5.4902e-05,-3.9488e-05,2021-04-07 16:21:15.783000
0.00016241,2.3258e-05,0.00024322,-4.0598e-05,-2.3425e-05,2021-04-07 16:21:15.785000
0.00018487,1.8713e-05,0.0002333,-5.1971e-05,-3.4942e-05,2021-04-07 16:21:15.787000
0.00026922,2.1385e-05,0.00020514,-7.9435e-05,-5.6533e-05,2021-04-07 16:21:15.789000
0.00034681,1.6161e-05,0.00017748,-0.00010946,-7.5147e-05,2021-04-07 16:21:15.791000
0.00041128,9.41e-06,0.00015492,-0.00013468,-9.6816e-05,2021-04-07 16:21:15.793000
0.00044831,8.8929e-06,0.00014313,-0.00014244,-0.00010247,2021-04-07 16:21:15.795000
0.0004132,2.2574e-06,0.0001539,-0.00012822,-8.668e-05,2021-04-07 16:21:15.797000
0.00034268,1.6978e-06,0.00017014,-0.0001051,-6.3137e-05,2021-04-07 16:21:15.799000
0.00027135,4.4281e-06,0.00018721,-8.1266e-05,-3.3295e-05,2021-04-07 16:21:15.801000
0.0001959,-1.5608e-07,0.00021172,-5.8039e-05,-9.6759e-06,2021-04-07 16:21:15.803000
0.000161,-2.4194e-06,0.00022316,-4.6343e-05,3.1747e-06,2021-04-07 16:21:15.805000
0.00019053,-3.897e-06,0.00020922,-5.5629e-05,2.0562e-06,2021-04-07 16:21:15.807000
0.0002477,-7.1375e-06,0.00017727,-7.7922e-05,-2.2333e-05,2021-04-07 16:21:15.809000
0.00031949,-1.1952e-05,0.00013987,-0.00010635,-5.0561e-05,2021-04-07 16:21:15.811000
0.00038824,-1.5413e-05,0.00011055,-0.00012746,-6.5108e-05,2021-04-07 16:21:15.813000
0.00040421,-1.5766e-05,9.8446e-05,-0.00012869,-6.8713e-05,2021-04-07 16:21:15.815000
0.00035818,-2.1925e-05,0.00010378,-0.00011957,-6.0712e-05,2021-04-07 16:21:15.817000
0.0002771,-2.6142e-05,0.00012031,-9.6552e-05,-3.6214e-05,2021-04-07 16:21:15.819000
0.00019079,-2.1454e-05,0.00013975,-6.3293e-05,-4.0874e-06,2021-04-07 16:21:15.821000
0.00011789,-1.9673e-05,0.00015402,-3.8822e-05,1.8282e-05,2021-04-07 16:21:15.823000
7.4963e-05,-2.1819e-05,0.00015828,-2.4541e-05,2.7091e-05,2021-04-07 16:21:15.825000
8.6455e-05,-2.3323e-05,0.00013777,-2.8409e-05,1.6481e-05,2021-04-07 16:21:15.827000
0.00014479,-2.4545e-05,9.8922e-05,-4.8499e-05,-1.0399e-05,2021-04-07 16:21:15.829000
0.00021542,-2.5558e-05,7.1829e-05,-7.0316e-05,-3.6237e-05,2021-04-07 16:21:15.831000
0.00026651,-2.6268e-05,4.8684e-05,-8.7763e-05,-5.7405e-05,2021-04-07 16:21:15.833000
0.00028184,-2.2778e-05,2.8105e-05,-8.7936e-05,-6.1573e-05,2021-04-07 16:21:15.835000
0.00024329,-1.7946e-05,3.3895e-05,-7.3184e-05,-4.2651e-05,2021-04-07 16:21:15.837000
0.00015565,-2.1525e-05,5.4169e-05,-4.9059e-05,-2.1909e-05,2021-04-07 16:21:15.839000
7.4946e-05,-2.4386e-05,7.0839e-05,-1.4965e-05,-1.9273e-06,2021-04-07 16:21:15.841000
7.1938e-06,-1.6742e-05,8.4173e-05,1.2614e-05,2.4859e-05,2021-04-07 16:21:15.843000
-4.2712e-05,-1.2653e-05,8.8472e-05,2.2953e-05,3.8374e-05,2021-04-07 16:21:15.845000
-1.8108e-05,-1.4896e-05,7.3625e-05,1.1085e-05,2.3091e-05,2021-04-07 16:21:15.847000
5.39e-05,-1.5385e-05,3.9483e-05,-1.2934e-05,-4.3246e-06,2021-04-07 16:21:15.849000
0.00012049,-1.7872e-05,2.5981e-06,-3.1595e-05,-2.8877e-05,2021-04-07 16:21:15.851000
0.0001803,-1.9204e-05,-1.9864e-05,-5.2379e-05,-5.0093e-05,2021-04-07 16:21:15.853000
0.00020548,-1.4589e-05,-2.9359e-05,-6.3785e-05,-6.1919e-05,2021-04-07 16:21:15.855000
0.00016687,-1.03e-05,-2.7547e-05,-4.6677e-05,-5.4941e-05,2021-04-07 16:21:15.857000
9.198e-05,-1.0002e-05,-6.2812e-06,-1.4814e-05,-2.7466e-05,2021-04-07 16:21:15.859000
1.014e-05,-1.0609e-05,1.8386e-05,1.3967e-05,4.8183e-06,2021-04-07 16:21:15.861000
-6.5573e-05,-9.8375e-06,2.771e-05,2.8595e-05,2.1402e-05,2021-04-07 16:21:15.863000
-9.0597e-05,-5.9202e-06,3.1607e-05,3.4299e-05,2.3925e-05,2021-04-07 16:21:15.865000
-5.3575e-05,-1.9416e-06,2.686e-05,3.2868e-05,1.8171e-05,2021-04-07 16:21:15.867000
1.3927e-05,-2.3563e-06,1.2084e-06,9.7136e-06,-4.9426e-06,2021-04-07 16:21:15.869000
9.8959e-05,-6.5095e-07,-3.3524e-05,-2.3075e-05,-3.783e-05,2021-04-07 16:21:15.871000
0.00016393,1.9334e-06,-5.4833e-05,-4.2497e-05,-5.8321e-05,2021-04-07 16:21:15.873000
0.00017692,2.605e-06,-5.7448e-05,-4.5264e-05,-6.5356e-05,2021-04-07 16:21:15.875000
0.00014808,7.0608e-06,-5.071e-05,-3.6244e-05,-5.8396e-05,2021-04-07 16:21:15.877000
7.8813e-05,7.9138e-06,-2.8601e-05,-1.0419e-05,-3.3285e-05,2021-04-07 16:21:15.879000
-1.1277e-05,5.5284e-06,-3.7801e-07,2.564e-05,-4.8744e-06,2021-04-07 16:21:15.881000
-7.2961e-05,6.8947e-06,1.4043e-05,4.1925e-05,1.7427e-05,2021-04-07 16:21:15.883000
-9.1745e-05,5.8493e-06,2.3466e-05,4.5496e-05,2.7872e-05,2021-04-07 16:21:15.885000
-6.9583e-05,7.9086e-06,1.5771e-05,3.8808e-05,1.7037e-05,2021-04-07 16:21:15.887000
3.5321e-06,1.323e-05,-1.3986e-05,6.1159e-06,-8.9661e-06,2021-04-07 16:21:15.889000
9.2353e-05,9.9167e-06,-3.677e-05,-1.6708e-05,-3.6162e-05,2021-04-07 16:21:15.891000
0.00015418,1.0211e-05,-5.5081e-05,-2.9608e-05,-5.596e-05,2021-04-07 16:21:15.893000
0.0001809,1.2468e-05,-6.745e-05,-4.6967e-05,-6.5691e-05,2021-04-07 16:21:15.895000
0.00014337,9.3726e-06,-5.5331e-05,-3.4147e-05,-5.5327e-05,2021-04-07 16:21:15.897000
6.0738e-05,1.6428e-05,-3.201e-05,-7.0595e-06,-2.8803e-05,2021-04-07 16:21:15.899000
-1.4626e-06,1.2818e-05,-1.0044e-05,1.4047e-05,-4.6872e-06,2021-04-07 16:21:15.901000
-5.2641e-05,3.7795e-06,1.3974e-05,4.05e-05,1.9413e-05,2021-04-07 16:21:15.903000
-8.6537e-05,2.2206e-05,2.6489e-05,4.9847e-05,3.0572e-05,2021-04-07 16:21:15.905000
-5.0136e-05,3.0566e-05,1.1848e-05,3.2754e-05,1.3489e-05,2021-04-07 16:21:15.907000
3.4777e-05,1.9763e-05,-1.7289e-05,7.4474e-06,-1.1524e-05,2021-04-07 16:21:15.909000
0.00011505,2.3695e-05,-4.3167e-05,-2.0326e-05,-3.576e-05,2021-04-07 16:21:15.911000
0.0001763,3.0432e-05,-6.0255e-05,-4.1014e-05,-5.889e-05,2021-04-07 16:21:15.913000
0.00020024,2.9824e-05,-6.1517e-05,-3.8189e-05,-6.3637e-05,2021-04-07 16:21:15.915000
0.00015782,2.8916e-05,-4.8129e-05,-2.2502e-05,-4.7361e-05,2021-04-07 16:21:15.917000
7.8898e-05,2.5796e-05,-2.7073e-05,-3.2257e-06,-2.1599e-05,2021-04-07 16:21:15.919000
9.4244e-06,2.2915e-05,7.889e-07,2.5381e-05,7.2068e-06,2021-04-07 16:21:15.921000
-5.1076e-05,2.5916e-05,2.1454e-05,4.2776e-05,2.5267e-05,2021-04-07 16:21:15.923000
-7.8134e-05,2.8385e-05,2.2108e-05,4.4742e-05,2.7477e-05,2021-04-07 16:21:15.925000
-4.1802e-05,2.512e-05,1.144e-05,3.6294e-05,1.9133e-05,2021-04-07 16:21:15.927000
4.2994e-05,2.3601e-05,-1.3679e-05,5.779e-06,-7.1464e-06,2021-04-07 16:21:15.929000
0.00013011,2.465e-05,-4.7732e-05,-2.3502e-05,-4.0335e-05,2021-04-07 16:21:15.931000
0.00018076,2.6607e-05,-6.2317e-05,-3.8336e-05,-5.7424e-05,2021-04-07 16:21:15.933000
0.00019138,2.6911e-05,-6.0983e-05,-4.5875e-05,-5.9638e-05,2021-04-07 16:21:15.935000
0.00014826,2.2788e-05,-5.127e-05,-3.6244e-05,-4.8246e-05,2021-04-07 16:21:15.937000
7.041e-05,2.224e-05,-2.6504e-05,-1.4349e-05,-2.1926e-05,2021-04-07 16:21:15.939000
-7.9059e-07,2.4172e-05,-1.385e-06,1.1067e-05,2.9877e-06,2021-04-07 16:21:15.941000
-6.1217e-05,2.4524e-05,1.8782e-05,3.3303e-05,2.0827e-05,2021-04-07 16:21:15.943000
-8.1355e-05,2.7874e-05,3.3453e-05,4.3525e-05,3.2451e-05,2021-04-07 16:21:15.945000
-4.0717e-05,3.3e-05,2.0537e-05,3.4653e-05,1.8525e-05,2021-04-07 16:21:15.947000
3.7786e-05,3.1039e-05,-1.4889e-05,3.7804e-06,-1.1419e-05,2021-04-07 16:21:15.949000
0.00012037,2.2322e-05,-3.9784e-05,-2.4954e-05,-3.6716e-05,2021-04-07 16:21:15.951000
0.00017641,2.1751e-05,-5.4069e-05,-4.2493e-05,-6.323e-05,2021-04-07 16:21:15.953000
0.00019262,2.5856e-05,-6.2922e-05,-5.2961e-05,-6.9361e-05,2021-04-07 16:21:15.955000
0.00014707,2.4822e-05,-4.7857e-05,-3.6374e-05,-4.8788e-05,2021-04-07 16:21:15.957000
6.2896e-05,2.4397e-05,-1.926e-05,-5.7382e-06,-2.5486e-05,2021-04-07 16:21:15.959000
-6.4801e-07,2.6628e-05,4.2652e-06,1.6958e-05,2.1071e-06,2021-04-07 16:21:15.961000
-5.5513e-05,2.8581e-05,2.5169e-05,3.979e-05,2.4151e-05,2021-04-07 16:21:15.963000
-9.1715e-05,2.5429e-05,2.9323e-05,4.7837e-05,2.6484e-05,2021-04-07 16:21:15.965000
-4.7366e-05,2.1956e-05,1.0298e-05,2.9149e-05,1.2035e-05,2021-04-07 16:21:15.967000
3.9216e-05,2.0875e-05,-1.477e-05,1.0513e-06,-1.4624e-05,2021-04-07 16:21:15.969000
0.00010687,1.8316e-05,-3.9795e-05,-2.514e-05,-4.2035e-05,2021-04-07 16:21:15.971000
0.00016855,1.6514e-05,-5.8786e-05,-4.2246e-05,-6.0116e-05,2021-04-07 16:21:15.973000
0.00018554,1.3601e-05,-6.3363e-05,-4.3975e-05,-6.4221e-05,2021-04-07 16:21:15.975000
0.00012716,1.2954e-05,-5.3549e-05,-3.214e-05,-5.4705e-05,2021-04-07 16:21:15.977000
5.7806e-05,1.2292e-05,-2.6585e-05,-1.2975e-05,-2.8826e-05,2021-04-07 16:21:15.979000
-9.9098e-06,1.0685e-05,5.2283e-06,1.2517e-05,4.1671e-06,2021-04-07 16:21:15.981000
-7.7799e-05,1.5334e-05,2.2039e-05,3.7043e-05,2.0876e-05,2021-04-07 16:21:15.983000
-9.05e-05,1.5903e-05,2.2947e-05,3.9793e-05,2.1286e-05,2021-04-07 16:21:15.985000
-4.6443e-05,1.201e-05,9.1427e-06,2.606e-05,8.8497e-06,2021-04-07 16:21:15.987000
3.1066e-05,1.1937e-05,-1.5469e-05,5.744e-06,-1.6285e-05,2021-04-07 16:21:15.989000
0.00011713,1.1885e-05,-4.1962e-05,-2.7053e-05,-4.1291e-05,2021-04-07 16:21:15.991000
0.00016639,1.1574e-05,-5.8925e-05,-4.9445e-05,-6.3308e-05,2021-04-07 16:21:15.993000
0.00017327,1.3124e-05,-5.6026e-05,-4.7565e-05,-6.8494e-05,2021-04-07 16:21:15.995000
0.00013441,1.4695e-05,-4.4558e-05,-3.2769e-05,-4.3732e-05,2021-04-07 16:21:15.997000
5.4777e-05,1.2284e-05,-2.7081e-05,-7.9607e-06,-1.8299e-05,2021-04-07 16:21:15.999000
-2.5212e-05,1.0268e-05,1.4689e-06,1.7604e-05,-2.9897e-07,2021-04-07 16:21:16.001000
-8.1017e-05,1.1217e-05,1.9962e-05,3.728e-05,2.1806e-05,2021-04-07 16:21:16.003000
-9.001e-05,1.2716e-05,2.0736e-05,4.2752e-05,2.7507e-05,2021-04-07 16:21:16.005000
-5.0705e-05,1.6728e-05,7.2134e-06,2.6463e-05,1.4188e-05,2021-04-07 16:21:16.007000
2.0083e-05,1.4713e-05,-2.2304e-05,7.5772e-07,-1.05e-05,2021-04-07 16:21:16.009000
0.00010492,1.2261e-05,-4.6967e-05,-2.5235e-05,-4.1083e-05,2021-04-07 16:21:16.011000
0.00015706,1.6676e-05,-6.1168e-05,-4.6216e-05,-5.7875e-05,2021-04-07 16:21:16.013000
0.00016509,1.0508e-05,-6.9848e-05,-4.866e-05,-6.121e-05,2021-04-07 16:21:16.015000
0.00012475,6.95e-06,-5.2244e-05,-2.564e-05,-4.6439e-05,2021-04-07 16:21:16.017000
